platform,post_type,media_type,content_topic,day_of_week,predicted_donation_referrals,predicted_engagement_rate,prediction_timestamp
Facebook,Campaign,Text,Gratitude,Tuesday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Carousel,EventRecap,Saturday,1.2,0.0658,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Carousel,Gratitude,Monday,1.2,0.0629,2026-04-09T19:37:24.051216+00:00
Twitter,ThankYou,Text,Reintegration,Sunday,1.2,0.0774,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Carousel,Reintegration,Friday,1.2,0.0964,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Carousel,Reintegration,Thursday,1.2,0.0938,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,EventRecap,Thursday,1.2,0.0657,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Text,Health,Wednesday,1.2,0.0971,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,EventRecap,Monday,1.2,0.0657,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Text,Gratitude,Sunday,1.2,0.0978,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Text,DonorImpact,Tuesday,1.2,0.0761,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,Education,Tuesday,1.2,0.0654,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Text,Education,Sunday,1.2,0.0978,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,EventRecap,Thursday,1.2,0.065,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Text,DonorImpact,Saturday,1.2,0.0575,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,EventRecap,Tuesday,1.2,0.0677,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Text,DonorImpact,Thursday,1.2,0.0735,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Text,DonorImpact,Friday,1.2,0.0761,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,Education,Thursday,1.2,0.0628,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,Education,Saturday,1.2,0.0655,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Text,DonorImpact,Saturday,1.2,0.0769,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Carousel,AwarenessRaising,Thursday,1.2,0.0624,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Carousel,AwarenessRaising,Friday,1.2,0.065,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,Education,Friday,1.2,0.0647,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Carousel,AwarenessRaising,Saturday,1.2,0.0658,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Video,Gratitude,Tuesday,1.2,0.0528,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,Education,Thursday,1.2,0.0621,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,Education,Friday,1.2,0.0654,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Video,Reintegration,Tuesday,1.2,0.0525,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Text,DonorImpact,Tuesday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,Education,Tuesday,1.2,0.0647,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,Education,Thursday,1.2,0.0586,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,Education,Saturday,1.2,0.0662,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Video,SafehouseLife,Monday,1.2,0.0511,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Text,DonorImpact,Monday,1.2,0.0662,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,Gratitude,Thursday,1.2,0.0657,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,AwarenessRaising,Monday,1.2,0.062,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,Education,Friday,1.2,0.0612,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Carousel,Education,Monday,1.2,0.0604,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,EventRecap,Friday,1.2,0.0677,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,Health,Friday,1.2,0.0641,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,EventRecap,Monday,1.2,0.062,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Carousel,Reintegration,Tuesday,1.2,0.0955,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,Gratitude,Saturday,1.2,0.0691,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Carousel,DonorImpact,Sunday,1.2,0.0533,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Reel,DonorImpact,Monday,1.2,0.0607,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,Health,Thursday,1.2,0.0657,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,Health,Tuesday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Reel,Health,Monday,1.2,0.0616,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,Health,Monday,1.2,0.0662,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,AwarenessRaising,Saturday,1.2,0.0649,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,Health,Thursday,1.2,0.0615,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,Gratitude,Friday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,AwarenessRaising,Thursday,1.2,0.0657,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,AwarenessRaising,Tuesday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,AwarenessRaising,Friday,1.2,0.0641,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,EventRecap,Saturday,1.2,0.0649,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,Gratitude,Monday,1.2,0.062,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,Health,Friday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,EventRecap,Friday,1.2,0.0641,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,SafehouseLife,Saturday,1.2,0.0696,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Reel,DonorImpact,Tuesday,1.2,0.0629,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,EventRecap,Thursday,1.2,0.0615,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,AwarenessRaising,Friday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,Health,Saturday,1.2,0.0691,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,SafehouseLife,Friday,1.2,0.0688,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,SafehouseLife,Thursday,1.2,0.0662,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Reel,DonorImpact,Thursday,1.2,0.0603,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,SafehouseLife,Tuesday,1.2,0.0688,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Reel,DonorImpact,Friday,1.2,0.0629,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Reel,DonorImpact,Saturday,1.2,0.0637,2026-04-09T19:37:24.051216+00:00
Instagram,Campaign,Text,Reintegration,Tuesday,1.2,0.0997,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,Education,Saturday,1.2,0.062,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Carousel,CampaignLaunch,Tuesday,1.2,0.0552,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,SafehouseLife,Tuesday,1.2,0.0688,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,SafehouseLife,Monday,1.2,0.0661,2026-04-09T19:37:24.051216+00:00
Instagram,ThankYou,Text,Reintegration,Tuesday,1.2,0.0997,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,AwarenessRaising,Thursday,1.2,0.0615,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,Health,Monday,1.2,0.0662,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,Gratitude,Friday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,AwarenessRaising,Saturday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,Gratitude,Saturday,1.2,0.0691,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Text,SafehouseLife,Sunday,1.2,0.0982,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,AwarenessRaising,Friday,1.2,0.0677,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,EventRecap,Saturday,1.2,0.0691,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,Gratitude,Tuesday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,Gratitude,Thursday,1.2,0.0657,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,AwarenessRaising,Thursday,1.2,0.065,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Carousel,Gratitude,Thursday,1.2,0.0624,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,Gratitude,Monday,1.2,0.0657,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Carousel,Gratitude,Friday,1.2,0.065,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,AwarenessRaising,Tuesday,1.2,0.0677,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Carousel,Gratitude,Saturday,1.2,0.0658,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,Health,Tuesday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Carousel,SafehouseLife,Saturday,1.2,0.0663,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,Health,Thursday,1.2,0.0657,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,Health,Friday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,Health,Saturday,1.2,0.0691,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,Gratitude,Saturday,1.2,0.0649,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,Gratitude,Friday,1.2,0.0641,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,Gratitude,Thursday,1.2,0.0615,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,SafehouseLife,Saturday,1.2,0.0696,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Text,AwarenessRaising,Sunday,1.2,0.0978,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,AwarenessRaising,Saturday,1.2,0.0691,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Carousel,SafehouseLife,Monday,1.2,0.0633,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,SafehouseLife,Friday,1.2,0.0688,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Carousel,SafehouseLife,Thursday,1.2,0.0628,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,SafehouseLife,Thursday,1.2,0.0662,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Carousel,SafehouseLife,Friday,1.2,0.0655,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,EventRecap,Saturday,1.2,0.0691,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,Education,Monday,1.2,0.0632,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Text,DonorImpact,Saturday,1.2,0.0575,2026-04-09T19:37:24.051216+00:00
LinkedIn,Campaign,Text,DonorImpact,Tuesday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,SafehouseLife,Saturday,1.2,0.0689,2026-04-09T19:37:24.051216+00:00
Twitter,ThankYou,Text,DonorImpact,Tuesday,1.2,0.0768,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,AwarenessRaising,Monday,1.2,0.0657,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,SafehouseLife,Friday,1.2,0.0681,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,SafehouseLife,Thursday,1.2,0.0655,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Reel,Reintegration,Monday,1.2,0.0612,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,SafehouseLife,Tuesday,1.2,0.0681,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Text,DonorImpact,Saturday,1.2,0.0685,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Text,DonorImpact,Saturday,1.2,0.0692,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Text,DonorImpact,Thursday,1.2,0.0533,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Text,DonorImpact,Friday,1.2,0.056,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Text,DonorImpact,Friday,1.2,0.0677,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Text,DonorImpact,Friday,1.2,0.0567,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Video,SafehouseLife,Friday,1.2,0.0734,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Text,Reintegration,Sunday,1.2,0.0689,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Text,DonorImpact,Thursday,1.2,0.0651,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Text,DonorImpact,Tuesday,1.2,0.0677,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Text,DonorImpact,Monday,1.2,0.0655,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,AwarenessRaising,Tuesday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,AwarenessRaising,Thursday,1.2,0.0657,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,AwarenessRaising,Friday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Text,AwarenessRaising,Saturday,1.2,0.0691,2026-04-09T19:37:24.051216+00:00
LinkedIn,Campaign,Text,DonorImpact,Monday,1.2,0.0662,2026-04-09T19:37:24.051216+00:00
Twitter,ThankYou,Text,DonorImpact,Thursday,1.2,0.0742,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Carousel,CampaignLaunch,Tuesday,1.2,0.0754,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Video,SafehouseLife,Saturday,1.2,0.0742,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Video,DonorImpact,Friday,1.2,0.0721,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Photo,CampaignLaunch,Saturday,1.2,0.0786,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Text,DonorImpact,Tuesday,1.2,0.0567,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Text,DonorImpact,Saturday,1.2,0.0776,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Photo,DonorImpact,Sunday,1.2,0.0759,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Photo,CampaignLaunch,Thursday,1.2,0.0748,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Photo,DonorImpact,Saturday,1.2,0.0991,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Photo,CampaignLaunch,Tuesday,1.2,0.0778,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Text,DonorImpact,Friday,1.2,0.0768,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Photo,DonorImpact,Friday,1.2,0.0983,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Video,DonorImpact,Saturday,1.2,0.0729,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Photo,DonorImpact,Thursday,1.2,0.0954,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Text,DonorImpact,Tuesday,1.2,0.056,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Photo,DonorImpact,Tuesday,1.2,0.0974,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Text,DonorImpact,Thursday,1.2,0.0742,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Video,DonorImpact,Thursday,1.2,0.0695,2026-04-09T19:37:24.051216+00:00
Twitter,ThankYou,Text,DonorImpact,Saturday,1.2,0.0776,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Text,Reintegration,Sunday,1.2,0.0774,2026-04-09T19:37:24.051216+00:00
Twitter,ThankYou,Text,DonorImpact,Friday,1.2,0.0768,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Text,DonorImpact,Sunday,1.2,0.0652,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Text,DonorImpact,Thursday,1.2,0.054,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Video,DonorImpact,Monday,1.2,0.07,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Text,DonorImpact,Tuesday,1.2,0.0768,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Photo,CampaignLaunch,Friday,1.2,0.0778,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Text,DonorImpact,Saturday,1.2,0.0568,2026-04-09T19:37:24.051216+00:00
LinkedIn,Campaign,Text,DonorImpact,Thursday,1.2,0.0658,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,Health,Tuesday,1.2,0.0677,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,Health,Monday,1.2,0.0655,2026-04-09T19:37:24.051216+00:00
Instagram,EventPromotion,Text,Reintegration,Tuesday,1.2,0.099,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Photo,CampaignLaunch,Monday,1.2,0.0567,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Video,DonorImpact,Monday,1.2,0.0498,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Carousel,Reintegration,Sunday,1.2,0.074,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,Education,Monday,1.2,0.0595,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Video,SafehouseLife,Thursday,1.2,0.0708,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Text,Reintegration,Sunday,1.2,0.0767,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Video,Education,Tuesday,1.2,0.0499,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,Gratitude,Saturday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Photo,Reintegration,Monday,1.2,0.0981,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,Gratitude,Friday,1.2,0.0677,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Text,Reintegration,Sunday,1.2,0.0682,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,Gratitude,Thursday,1.2,0.065,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Video,EventRecap,Tuesday,1.2,0.0528,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Text,DonorImpact,Tuesday,1.2,0.0567,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,Gratitude,Tuesday,1.2,0.0677,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Text,DonorImpact,Thursday,1.2,0.054,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Text,DonorImpact,Friday,1.2,0.0567,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Text,DonorImpact,Thursday,1.2,0.0658,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Video,SafehouseLife,Monday,1.2,0.0713,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Photo,CampaignLaunch,Thursday,1.2,0.0547,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Photo,CampaignLaunch,Saturday,1.2,0.0584,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,Health,Saturday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,Health,Friday,1.2,0.0677,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Text,Health,Thursday,1.2,0.065,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Video,AwarenessRaising,Tuesday,1.2,0.0528,2026-04-09T19:37:24.051216+00:00
LinkedIn,Campaign,Text,DonorImpact,Friday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
LinkedIn,Campaign,Text,Reintegration,Sunday,1.2,0.0689,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Photo,DonorImpact,Sunday,1.2,0.0557,2026-04-09T19:37:24.051216+00:00
LinkedIn,Campaign,Text,DonorImpact,Saturday,1.2,0.0692,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Text,DonorImpact,Friday,1.2,0.0684,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Photo,CampaignLaunch,Friday,1.2,0.0576,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Carousel,AwarenessRaising,Monday,1.2,0.0629,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,AwarenessRaising,Tuesday,1.1,0.0665,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Photo,SafehouseLife,Saturday,1.1,0.0687,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Video,SafehouseLife,Friday,1.1,0.0532,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Video,SafehouseLife,Tuesday,1.1,0.0734,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,Gratitude,Friday,1.1,0.0665,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Photo,Reintegration,Tuesday,1.1,0.0979,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,Gratitude,Saturday,1.1,0.0673,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,Health,Thursday,1.1,0.0636,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Photo,Health,Friday,1.1,0.0674,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Photo,Education,Monday,1.1,0.0641,2026-04-09T19:37:24.051216+00:00
WhatsApp,Campaign,Video,EventRecap,Sunday,1.1,0.0675,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Photo,Health,Saturday,1.1,0.0682,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Photo,Health,Thursday,1.1,0.0645,2026-04-09T19:37:24.051216+00:00
WhatsApp,Campaign,Video,Gratitude,Sunday,1.1,0.0675,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Reel,Education,Monday,1.1,0.0482,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Reel,EventRecap,Monday,1.1,0.0709,2026-04-09T19:37:24.051216+00:00
WhatsApp,ThankYou,Video,Education,Sunday,1.1,0.0645,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Video,SafehouseLife,Saturday,1.1,0.054,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,Gratitude,Tuesday,1.1,0.0665,2026-04-09T19:37:24.051216+00:00
WhatsApp,ThankYou,Video,EventRecap,Sunday,1.1,0.0675,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,DonorImpact,Monday,1.1,0.0611,2026-04-09T19:37:24.051216+00:00
WhatsApp,Campaign,Video,AwarenessRaising,Sunday,1.1,0.0675,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,EventRecap,Thursday,1.1,0.0636,2026-04-09T19:37:24.051216+00:00
WhatsApp,Campaign,Video,Education,Sunday,1.1,0.0645,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Photo,CampaignLaunch,Tuesday,1.1,0.0576,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,EventRecap,Tuesday,1.1,0.0665,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Reel,EventRecap,Monday,1.1,0.0507,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,Education,Saturday,1.1,0.0644,2026-04-09T19:37:24.051216+00:00
LinkedIn,EducationalContent,Photo,Education,Saturday,1.1,0.0653,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Carousel,EventRecap,Tuesday,1.1,0.0641,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,Education,Friday,1.1,0.0636,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Reel,AwarenessRaising,Monday,1.1,0.0709,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Reel,Gratitude,Monday,1.1,0.0709,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,Education,Thursday,1.1,0.0607,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,Education,Tuesday,1.1,0.0636,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Reel,Health,Tuesday,1.1,0.0731,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Text,CampaignLaunch,Wednesday,1.1,0.0555,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,EventRecap,Friday,1.1,0.0665,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Video,Reintegration,Monday,1.1,0.0705,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,EventRecap,Saturday,1.1,0.0673,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Text,CampaignLaunch,Saturday,1.1,0.0996,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Video,Reintegration,Saturday,1.1,0.0735,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Video,Reintegration,Friday,1.1,0.0727,2026-04-09T19:37:24.051216+00:00
Facebook,EducationalContent,Photo,Gratitude,Thursday,1.1,0.0636,2026-04-09T19:37:24.051216+00:00
WhatsApp,ThankYou,Video,Gratitude,Sunday,1.1,0.0675,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Text,Reintegration,Monday,1.1,0.0659,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Video,Reintegration,Thursday,1.1,0.0701,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Reel,Gratitude,Monday,1.1,0.0507,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Text,Health,Saturday,1.1,0.0542,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Text,Health,Friday,1.1,0.0534,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Text,Health,Thursday,1.1,0.0508,2026-04-09T19:37:24.051216+00:00
